"tweet_id","in_reply_to_status_id","in_reply_to_user_id","retweeted_status_id","retweeted_status_user_id","timestamp","source","text","expanded_urls"
"319113653624389632","","","319095523485315074","2284151","2013-04-02 15:46:38 +0000","<a href=""http://www.tweetlanes.com"" rel=""nofollow"">Tweet Lanes</a>","RT @343max: BurgerKing ist offensichtlich von Twitter unterwandert. http://t.co/HpN19fbnxJ","http://twitter.com/343max/status/319095523485315074/photo/1"
"318696154089013248","","","318694734749130752","87286054","2013-04-01 12:07:38 +0000","<a href=""http://hotot.org"" rel=""nofollow"">Hotot</a>","RT @psycon: DAS macht der AStA also :-) http://t.co/JrVvYK9Qhv","http://www.asta-ka.de/asta"
"318318301308669952","","","","","2013-03-31 11:06:11 +0000","<a href=""http://hotot.org"" rel=""nofollow"">Hotot</a>","Ich hab noch eine Viererticket auf dem noch eine Fahrt drauf is, fall heute noch jemand mit dem Bus ins Nixdorf-Museum wil, oder so. #eh13"
"318065753444208640","","","318057594499497984","14732096","2013-03-30 18:22:39 +0000","<a href=""http://hotot.org"" rel=""nofollow"">Hotot</a>","RT @ohaimareiki: ich weiß, dass wir mit dem thema eigentlich durch sind, aber schwesterchen hat gerade ""pfertiglasagne"" gesagt."
"318047984883482626","","","","","2013-03-30 17:12:03 +0000","<a href=""http://www.tweetlanes.com"" rel=""nofollow"">Tweet Lanes</a>","Modernste Mustererkennung im Nixdorf-Museum. #eh13 http://t.co/lZEfBBD2Eo","http://twitter.com/nicidienase/status/318047984883482626/photo/1"
"317583316062703616","","589231398","","","2013-03-29 10:25:37 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@nanooq_ ETA in Siegen 12:42 #eh13"
"317269624704081920","","","317080895989370882","15439395","2013-03-28 13:39:07 +0000","<a href=""http://www.tweetlanes.com"" rel=""nofollow"">Tweet Lanes</a>","RT @stephenfry: RT @russmilleruk: http://t.co/kC0RtSfdPU","http://twitter.com/russmilleruk/status/317080463980240897/photo/1"
"316823911088136193","","","","","2013-03-27 08:08:01 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Wenn man beim BDSG einen Buchstaben verändert heißt es BDSM."
"316461898327552001","","","","","2013-03-26 08:09:30 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Arrrrg. Hochschul-WLAN why u soo unusably slow? http://t.co/MhwIy6cTRa","http://memegenerator.net/instance/36661472"
"316166895982227456","316145629426491392","936437276","","","2013-03-25 12:37:16 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@derGeruhn jaja, OH"
"316146789940088833","315960547969482753","14274086","","","2013-03-25 11:17:23 +0000","<a href=""http://www.tweetlanes.com"" rel=""nofollow"">Tweet Lanes</a>","@xartas I link both, but they just don't fit together."
"316092865245745153","","","315826111751790592","55035973","2013-03-25 07:43:06 +0000","<a href=""http://www.tweetlanes.com"" rel=""nofollow"">Tweet Lanes</a>","RT @patsbin: True. https://t.co/wtZaX9vvjM","https://lh3.googleusercontent.com/-NJ2Pqxju8lM/UU5psKumIvI/AAAAAAAAWwU/pSqb75suadQ/s640/geekprod.png"
"315957651789979648","","","","","2013-03-24 22:45:49 +0000","web","Aaaaaaah! Einmal beim Firefox öffnen verklickt und alle Tabs sind weg!"
"313356773878812672","","","","","2013-03-17 18:30:51 +0000","<a href=""http://www.tweetlanes.com"" rel=""nofollow"">Tweet Lanes</a>","Und der Rest hat noch nie Schnee gesehen? ""@Wissensbox: 58 % aller Männer haben schonmal versucht, ihren Namen in den Schnee zu pinkeln."""
"313356097937354752","","","313234137177800704","14285735","2013-03-17 18:28:10 +0000","<a href=""http://www.tweetlanes.com"" rel=""nofollow"">Tweet Lanes</a>","RT @andreasdotorg: Informatik-Studenten exploiten Bug in Benotungsschema: keiner schreibt Klausur, alle bekommen Bestnote. http://t.co/I ..."
"313006173215391744","","","","","2013-03-16 19:17:42 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Mmh. Frisch gebackene Brownies. http://t.co/vwonHlEMxh","http://twitter.com/nicidienase/status/313006173215391744/photo/1"
"312939568146046977","","","","","2013-03-16 14:53:01 +0000","<a href=""http://www.tweetlanes.com"" rel=""nofollow"">Tweet Lanes</a>","Langsam sollte ich mal frühstücken..."
"309245305017229312","309229168254672896","575695094","","","2013-03-06 10:13:20 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@SchokoPralini Ich huste auch noch bissl rum. Aber der Schnupfen und die Kopfschmerzen sind wieder weg."
"309120197829197824","","","308911247997419521","32032195","2013-03-06 01:56:12 +0000","<a href=""http://www.tweetlanes.com"" rel=""nofollow"">Tweet Lanes</a>","RT @ArnePoparne: Die Beschriftung lautet: „Pommerntourist“….. und dann geht die Türe auf! http://t.co/kuRJOnO3ox","http://twitter.com/ArnePoparne/status/308911247997419521/photo/1"
"309116210920968194","309018875515793408","575695094","","","2013-03-06 01:40:22 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@SchokoPralini Jo. Kurriere grade meine Erkältung vollendet aus und helfe beim Programmiervorkurs für die Verstieß."
"307283115699740674","306896190253957120","575695094","","","2013-03-01 00:16:18 +0000","<a href=""http://www.tweetlanes.com"" rel=""nofollow"">Tweet Lanes</a>","@SchokoPralini Lief das Probearbeiten gut?"
"306775085560262656","","","306685741394714624","59090320","2013-02-27 14:37:34 +0000","<a href=""http://www.tweetlanes.com"" rel=""nofollow"">Tweet Lanes</a>","RT @Fotografiona: Infomercial mit Gates, Zuckerberg und Nicht-so-typischen-Nerds über das Programmierenlernen http://t.co/CRj7sYWcuc (da ...","http://www.youtube.com/watch?v=nKIu9yen5nc"
"304199447640940545","","","304161688373063680","114430885","2013-02-20 12:02:54 +0000","<a href=""http://www.tweetlanes.com"" rel=""nofollow"">Tweet Lanes</a>","RT @RaumZeitLabor: Wieder kein Pferdefleisch im Essen? Bei der 1. RaumZeitLabor PonyLasagneParty ändert sich das! https://t.co/atLiUZKo  ...","https://raumzeitlabor.de/blog/1-raumzeitlabor-ponylasagneparty"
"304001631241007105","","","303929600084418560","41374518","2013-02-19 22:56:51 +0000","<a href=""http://www.tweetlanes.com"" rel=""nofollow"">Tweet Lanes</a>","RT @hackeracademy: Oh, you found a remote OpenSSH 0-day on Pastebin? Well you should definitely run that... as root... on your own box.  ..."
"302960237701382144","","","302817666001948672","125122481","2013-02-17 01:58:44 +0000","<a href=""http://www.tweetlanes.com"" rel=""nofollow"">Tweet Lanes for Android</a>","RT @DepressedDarth: Dear JJ Abrams,

If you screw up the new Star Wars movie, I will start calling you Jar Jar Abrams.

Sincerely,

Darth."
"302958998590726144","","","302759677383557120","938803867","2013-02-17 01:53:48 +0000","<a href=""http://www.tweetlanes.com"" rel=""nofollow"">Tweet Lanes for Android</a>","RT @ill_defined: Studenten der Fächer, die mit „Wirtschafts-“ beginnen, kann ich nicht ernst nehmen."
"302547561158438912","","","","","2013-02-15 22:38:54 +0000","<a href=""http://www.tweetlanes.com"" rel=""nofollow"">Tweet Lanes for Android</a>","Ich lach mich schlapp. Das letzte is das beste. ""@SuddenGrey: Ich heul gleich XD Ist das geil!!!! http://t.co/aCG4zI3p HAHAHA""","http://www.youtube.com/watch?v=PpccpglnNf0&feature=share"
"302471722236534786","","","302445831716483072","15276911","2013-02-15 17:37:32 +0000","<a href=""http://www.tweetlanes.com"" rel=""nofollow"">Tweet Lanes for Android</a>","RT @iddux: Seems relevant today: http://t.co/qAasFmGd","http://i.imgur.com/tc0VMmD.png"
"302461621245181952","","","302419357152198656","16084074","2013-02-15 16:57:24 +0000","<a href=""http://www.tweetlanes.com"" rel=""nofollow"">Tweet Lanes for Android</a>","RT @sofakissen: Kommt ein Pferd in die Bar. Sagt der Barkeeper: ""Warum so ein lasagnes Gesicht?"""
"301850840925364224","","","301786782436032515","14861745","2013-02-14 00:30:23 +0000","<a href=""http://www.tweetlanes.com"" rel=""nofollow"">Tweet Lanes for Android</a>","RT @Senficon: Wie genial ist das denn? http://t.co/WU9wG17w  Aber wenn ich versuche, diesen Trend zu starten, schaut man mich sicher doo ...","http://i.imgur.com/eKgAP6O.jpg"
"301510209464045569","","","301451508195676161","265044213","2013-02-13 01:56:50 +0000","<a href=""http://www.tweetlanes.com"" rel=""nofollow"">Tweet Lanes for Android</a>","RT @_mfab: I'm speechless. RT @anildash: Oh shit, y'all: The @whitehouse has a DUBSTEP TRAILER for State of the Union speech. http://t.c ..."
"301018226589057024","","","300923034791985153","379173142","2013-02-11 17:21:52 +0000","<a href=""http://www.tweetlanes.com"" rel=""nofollow"">Tweet Lanes for Android</a>","RT @Ulan_ka: Und GOTT sprach: Ich stehe voll hinter @Pontifex er genießt mein vollstes Vertrauen."
"300602947891519488","","","300318489401491457","16783197","2013-02-10 13:51:42 +0000","<a href=""http://www.tweetlanes.com"" rel=""nofollow"">Tweet Lanes for Android</a>","RT @ingoebel: Geil :) RT @rb2k: traceroute 216.81.59.173"
"299323596784939008","299312782707412992","11193712","","","2013-02-07 01:08:01 +0000","<a href=""http://www.tweetlanes.com"" rel=""nofollow"">Tweet Lanes for Android</a>","@neingeist Ich meine ich hätte mal was von einer ""Seekuh"" gehört. Kann aber auch nur eine inoffizieller Name gewesen sein."
"299297579005517825","","","299223993783840769","204832963","2013-02-06 23:24:38 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @TheTweetOfGod: ""Scientology"" is a combination of ""scient-,"" meaning ""science,"" and ""-ology,"" meaning ""science."" And it just gets stu ..."
"298991783008948224","","","298930599450771456","1209301","2013-02-06 03:09:30 +0000","<a href=""http://www.tweetlanes.com"" rel=""nofollow"">Tweet Lanes for Android</a>","RT @fukami: Das ist ja mal geil! Compressorheads „Blitzkrieg Bop” http://t.co/qS2BvwuV","http://www.youtube.com/watch?v=WqE9zIp0Muk"
"298989584396734464","","","298899082330648576","14278506","2013-02-06 03:00:46 +0000","<a href=""http://www.tweetlanes.com"" rel=""nofollow"">Tweet Lanes for Android</a>","RT @ihdl: wenn irgendwann politiker_innen in die bredoullie kommen, weil sie ihren code nicht ordentlich dokumentiert haben, lache ich w ..."
"298653440152834050","","","298411242320699392","140774041","2013-02-05 04:45:03 +0000","<a href=""http://www.tweetlanes.com"" rel=""nofollow"">Tweet Lanes for Android</a>","RT @MamsellChaos: Will jemand von euch DEN Datenkraken? :D http://t.co/sCxy73z6","http://www.ebay.de/itm/300856918252?ssPageName=STRK:MESELX:IT&_trksid=p3984.m1555.l2649#ht_2340wt_1156"
"297452437000814592","","","297338279001468930","379173142","2013-02-01 21:12:42 +0000","<a href=""http://www.tweetlanes.com"" rel=""nofollow"">Tweet Lanes for Android</a>","RT @Ulan_ka: Amazon bietet Nagelzangen auch für hoffnungslose Fälle: http://t.co/RWSfi1Hw","http://www.amazon.de/Nagelzange-Edelstahl-20/dp/B009J7526M/ref=sr_1_480?s=kitchen&ie=UTF8"
"297439902260400129","","","297094427451736064","15540222","2013-02-01 20:22:53 +0000","<a href=""http://www.tweetlanes.com"" rel=""nofollow"">Tweet Lanes for Android</a>","RT @rauchg: Just like `cd -`, `git checkout -` will take you to the previous branch you were on."
"296964947156553729","","","296562854931345408","226617153","2013-01-31 12:55:35 +0000","<a href=""http://www.tweetlanes.com"" rel=""nofollow"">Tweet Lanes for Android</a>","RT @satans_keksdose: Our security auditor is an idiot. How do I give him the information he wants? http://t.co/zxnrwzj2","http://serverfault.com/q/293217?stw=2"
"296446500345618432","","","296345824265396226","609572829","2013-01-30 02:35:28 +0000","<a href=""http://www.tweetlanes.com"" rel=""nofollow"">Tweet Lanes for Android</a>","RT @trollcon: Haltet euch mal den 26. und 27. Oktober frei. Haben gehört, da könnte ein nettes, kleines Event stattfinden."
"295222147893317632","","","","","2013-01-26 17:30:19 +0000","web","OH: ""Im Real kann man diese Eich.., Ein.., Einhörnchen kaufen!"""
"294795970825297921","","","294577070451863552","8308632","2013-01-25 13:16:51 +0000","<a href=""http://www.tweetlanes.com"" rel=""nofollow"">Tweet Lanes for Android</a>","RT @scy: Der Internet Explorer hätte gern eine zweite Chance bei euch und hat ein rührendes Imagevideo gemacht. https://t.co/XpmZw7Da (v ...","https://www.youtube.com/watch?v=qkM6RJf15cg"
"294795186373025795","","","294566935104983040","14286491","2013-01-25 13:13:44 +0000","<a href=""http://www.tweetlanes.com"" rel=""nofollow"">Tweet Lanes for Android</a>","RT @gedankenstuecke: How (not) to build a rail gun http://t.co/gOpmfoSU","http://boingboing.net/2013/01/24/worlds-funniest-video-about.html?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+boingboing%2FiBag+%28Boing+Boing%29"
"294369283654447104","","","294187500648407042","14060922","2013-01-24 09:01:20 +0000","<a href=""http://www.tweetlanes.com"" rel=""nofollow"">Tweet Lanes for Android</a>","RT @mperham: Free private keys for all! https://t.co/AlFmv95N","https://github.com/search?q=path%3A.ssh%2Fid_rsa&type=Code&ref=searchresults"
"293468001804619777","","8725542","","","2013-01-21 21:19:58 +0000","web","@Sput Laut @Ulan_ka haben wir dir unseren neuen Trockner zu verdanken. DANKE \o/"
"292416174334046208","","","291957241974779906","25035622","2013-01-18 23:40:23 +0000","<a href=""http://www.tweetlanes.com"" rel=""nofollow"">Tweet Lanes for Android</a>","RT @WelshPixie: I'm tweeting this again because I made it, and dammit, I think it's funny. http://t.co/XI8GA4Cu","http://twitter.com/WelshPixie/status/291957241974779906/photo/1"
"292352843124453376","","","","","2013-01-18 19:28:45 +0000","<a href=""http://www.tweetlanes.com"" rel=""nofollow"">Tweet Lanes for Android</a>","Wie, der Griff is abgegangen? http://t.co/IUKBdDIS","http://twitter.com/nicidienase/status/292352843124453376/photo/1"
"292321440684978176","","","292254166120816640","8308632","2013-01-18 17:23:57 +0000","<a href=""http://www.tweetlanes.com"" rel=""nofollow"">Tweet Lanes for Android</a>","RT @scy: Kennt sich hier jemand mit Metafragen aus?"
"292074939022970880","292056901791920128","8308632","","","2013-01-18 01:04:26 +0000","<a href=""http://www.tweetlanes.com"" rel=""nofollow"">Tweet Lanes for Android</a>","@scy Ich kenn Leute die ham da eine 0900-Fax-to-Mail Nummer angegeben."
"291927380958797826","","","291894829296779265","24051360","2013-01-17 15:18:06 +0000","<a href=""http://www.tweetlanes.com"" rel=""nofollow"">Tweet Lanes for Android</a>","RT @der_weblauscher: ‎+++EILMELDUNG+++ Chuck Norris übernimmt die Leitung des Flughafens Berlin Brandenburg. Eröffnung ist morgen früh,  ..."
"291708133489922048","291636441568669696","604042793","","","2013-01-17 00:46:53 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@WarFrog123 er hatte nach 8h noch 30% und eigentlich hätte er beim zu klappen in Standby gehen sollen. Aber das ACPI-Skript war ja kaputt."
"291634662789500929","","","","","2013-01-16 19:54:56 +0000","<a href=""http://www.tweetlanes.com"" rel=""nofollow"">Tweet Lanes for Android</a>","Fuck! Eine Zeile zu viel im ACPI-Skript auskommentiert und den ganzen Tag den laufenden Laptop im Rucksack herum getragen."
"291373844269240320","","","291160143935188992","14095571","2013-01-16 02:38:32 +0000","<a href=""http://www.tweetlanes.com"" rel=""nofollow"">Tweet Lanes for Android</a>","RT @towo: WTF des Tages: Wolfram Alpha nach 'Hitler curve' fragen - https://t.co/KM8yEulH | Klappt auch mit anderen Namen. (via @tante)","https://www.wolframalpha.com/input/?i=hitler+curve"
"290999408273797121","","","290825608278179841","148969874","2013-01-15 01:50:40 +0000","<a href=""http://www.tweetlanes.com"" rel=""nofollow"">Tweet Lanes for Android</a>","RT @newsyc20: A Linux users' perspective of Microsoft Windows. http://t.co/bhkful7Y (http://t.co/il5zyQIB)","http://bit.ly/TVfvXN","http://bit.ly/TVfyTz"
"290756292375629824","290722911688482816","8308632","","","2013-01-14 09:44:36 +0000","<a href=""http://www.tweetlanes.com"" rel=""nofollow"">Tweet Lanes for Android</a>","@scy Liegt vielleicht daran das die die letzten Jahre vor Erwerb der Hochschulreife jeden Kleinkram mit dem Taschenrechner rechnen."
"290755457079975936","","","","","2013-01-14 09:41:17 +0000","<a href=""http://www.tweetlanes.com"" rel=""nofollow"">Tweet Lanes for Android</a>","Ich sekundiere das! ""@rettetdieborg: Ich muss mehr Gelegenheiten finden, mit dem Labcoat rauszugehen."""
"290092074676662273","","","289960692029718528","7081402","2013-01-12 13:45:14 +0000","<a href=""http://www.tweetlanes.com"" rel=""nofollow"">Tweet Lanes for Android</a>","RT @bonniegrrl: Official White House response to the petition to build a Death Star! http://t.co/K5NCKdDM /via @bergopolis #StarWars","http://1.usa.gov/11ohHeR"
"289747565518405633","289713795264307200","87286054","","","2013-01-11 14:56:17 +0000","<a href=""http://www.tweetlanes.com"" rel=""nofollow"">Tweet Lanes for Android</a>","@psycon @randsturz Ich wär nicht überrascht wenn wir diesen Winter in KA gar keinen Schnee mehr sehen."
"288739545963442177","","","288645202359484416","49586295","2013-01-08 20:10:46 +0000","<a href=""http://www.tweetlanes.com"" rel=""nofollow"">Tweet Lanes for Android</a>","RT @tinuqin: http://t.co/HJZIJlOJ ein paar Gedanken über das Leben als weibliche Informatikstudentin","http://tinuqin.tumblr.com/post/40011173462/advantages-of-being-a-female-computer-science-student"
"288586738685853696","","","288567590555615232","8308632","2013-01-08 10:03:34 +0000","<a href=""http://www.tweetlanes.com"" rel=""nofollow"">Tweet Lanes for Android</a>","RT @scy: Inline-PGP muss sterben."
"288404239720542208","","","","","2013-01-07 21:58:23 +0000","<a href=""http://www.tweetlanes.com"" rel=""nofollow"">Tweet Lanes for Android</a>","Hm, noch 42 Tweets bis zu den 1337 :-)"
"288400471280984064","288395153687863297","198895800","","","2013-01-07 21:43:25 +0000","<a href=""http://www.tweetlanes.com"" rel=""nofollow"">Tweet Lanes for Android</a>","@me_nsfw Ich find da keinen MP3-Feed. Bin ich blind?"
"288375942345273344","288374768586084353","14732096","","","2013-01-07 20:05:57 +0000","<a href=""http://www.tweetlanes.com"" rel=""nofollow"">Tweet Lanes for Android</a>","@ohaimareiki „Bildung kommt von Bildschirm und nicht von Buch, sonst hieße es ja Buchung.“
Dieter Hildebrandt"
"288345249049370624","","","","","2013-01-07 18:03:59 +0000","<a href=""http://www.tweetlanes.com"" rel=""nofollow"">Tweet Lanes for Android</a>","Da trinkt man ein paar Tage kein Koffein und schon wird man von nem Kaffee und ner Mate total hibbelig."
"288321056924635136","","","288301101780983809","8439572","2013-01-07 16:27:51 +0000","<a href=""http://www.tweetlanes.com"" rel=""nofollow"">Tweet Lanes for Android</a>","RT @plastikstuhl: Bald im Kino: Julian Assange auf dem #25c3 (Abbildung ähnlich) #wikileaksfilm http://t.co/VyZLUUFH","http://flic.kr/p/dJAkzG"
"288302659268653058","","","288300878203609088","11193712","2013-01-07 15:14:45 +0000","<a href=""http://www.tweetlanes.com"" rel=""nofollow"">Tweet Lanes for Android</a>","RT @neingeist: ""Felix Leiter ist ein Mitarbeiter des US-amerikanischen Auslands-Geheimdienstes CIA"" http://t.co/dGnCer8L","http://de.wikipedia.org/wiki/Figuren_aus_James-Bond-Filmen#Felix_Leiter"
"288259543199281153","","","288248936559423489","199200448","2013-01-07 12:23:25 +0000","<a href=""http://www.tweetlanes.com"" rel=""nofollow"">Tweet Lanes for Android</a>","RT @gigasube: Wer hat Vorschläge für eine Umbennenung des #BER? Ich hätte ""Duke Nukem International"" oder ""Amelia Pond Airport"""
"288221622006059008","","46991038","","","2013-01-07 09:52:44 +0000","<a href=""http://www.tweetlanes.com"" rel=""nofollow"">Tweet Lanes for Android</a>","@KatiKuersch Leute die Kinder mit sich herumtragen werden nicht so schräg angeschaut wie Leute die das mit Katzen machen."
"288214402233151488","","87286054","","","2013-01-07 09:24:02 +0000","<a href=""http://www.tweetlanes.com"" rel=""nofollow"">Tweet Lanes for Android</a>","@psycon Bist du immer noch auf der Suche nach nem Twitter-Client? Ich probier grade Tweet Lanes aus. Der schaut ganz nett aus."
"288208075314327552","288207479622471680","48294441","","","2013-01-07 08:58:54 +0000","<a href=""http://www.tweetlanes.com"" rel=""nofollow"">Tweet Lanes for Android</a>","@Ik4ru5 ... und dann das Gasleck mal genauer inspizieren."
"288207179985604608","288195955658985473","48294441","","","2013-01-07 08:55:20 +0000","<a href=""http://www.tweetlanes.com"" rel=""nofollow"">Tweet Lanes for Android</a>","@Ik4ru5 Toller Start in die Woche"
"287995728645726208","","482651243","","","2013-01-06 18:55:07 +0000","<a href=""http://www.tweetlanes.com"" rel=""nofollow"">Tweet Lanes for Android</a>","@TweetLanes  If I use TweetLanes on more than one device, do I have to do the 'Free for life'-thing on each device?"
"287994654207643648","287992160773619712","121226933","","","2013-01-06 18:50:50 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@NervengiftC Dafür kriegt man alle zukünftigen paid-extras kostenlos. Und ich hab das auf mehreren devices installiert."
"287987574725820416","","","","","2013-01-06 18:22:43 +0000","<a href=""http://www.tweetlanes.com"" rel=""nofollow"">Tweet Lanes for Android</a>","I'm checking out @TweetLanes, a brand new Twitter app for Android. Looks pretty cool so far. http://t.co/iJ3Elrab","http://bit.ly/tweetlanes"
"287722262981918720","","","287674746198425600","140774041","2013-01-06 00:48:27 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @MamsellChaos: hahaha. roboter spielen ace of spades?! http://t.co/AaL96fGm","http://clockworker.de/cw/2013/01/05/roboter-spielen-ace-of-spades/"
"287616944050413568","","","","","2013-01-05 17:49:57 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Wurst Games #wurstfilme"
"287368887652200448","287312436564992000","87286054","","","2013-01-05 01:24:16 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@psycon Dann musst du wohl oder übel selber einen schreiben. Es gibt ja eh so wenige ..."
"287235837299675136","","","287208100883210241","91333167","2013-01-04 16:35:34 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @climagic: Linux sex: date; unzip; strip; touch; mount; yes; etc.. Windows sex: start; explore; reboot; viruscheck; solitaire"
"287197657842208769","","","287038415839576064","35773039","2013-01-04 14:03:52 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @TheAtlantic: William Shatner tweeted at an astronaut—and the astronaut responded with a Star Trek joke http://t.co/xwZiCq0d http://t ...","http://theatln.tc/W8lzZE"
"287195361997631489","","","287013832977686529","53016156","2013-01-04 13:54:44 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @frank_rieger: Offener Brief einer Congressbesucherin mit besonderen Bedürfnissen an den CCC und die #29C3 Orga http://t.co/CDjrT3nM","http://tageshauschaos.blogspot.de/2013/01/mal-luft-machen-und-doch-danke-sagen.html"
"286600910984060928","","","","","2013-01-02 22:32:36 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","http://t.co/HJXuA7pn Seems about right #29c3","http://fun.drno.de/pics/who-thinks-what/ccc.jpg"
"286572730357260288","","","286559399139495936","18940999","2013-01-02 20:40:37 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @B00N: Worf Losing it - Star Trek Next Generation Outtakes: http://t.co/veF4LBpy","http://www.youtube.com/watch?v=CxDE2vskyms"
"286469511064985600","","","286286825574768640","905841942","2013-01-02 13:50:28 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @rettetdieborg: look at my labcoat, my labcoat's amazing! give it a lick!"
"286128106773835777","","","","","2013-01-01 15:13:52 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Yeay, neues Spielzeug. http://t.co/ELVtpr8e","http://twitter.com/nicidienase/status/286128106773835777/photo/1"
"285760210650398720","285758384026812416","87286054","","","2012-12-31 14:51:58 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@psycon Die war mindestens einmal zum bcc und zurück #wildguess"
"285759918689120258","","","285751080883716096","91333167","2012-12-31 14:50:48 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @climagic: New Year's resolution: 80x24"
"285759860409266176","285748951553015808","87286054","","","2012-12-31 14:50:34 +0000","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@psycon Ich sogar im RE. Mit Tischen und Strom. Lässt sich bei 15min Fahrt leider nicht richtig ausnutzen."
